"phenx","icd10_desc","combo","organ","subcombo"
"Depressive disorders","Postpartum depression","Depression","Psych",NA
"Depressive disorders","Premenstrual dysphoric disorder","Depression","Psych",NA
"Symptoms of mental and substance use conditions","State of emotional shock and stress, unspecified","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Worries","Mental s/s","Psych",NA
"Acute and unspecified renal failure","Other acute kidney failure","Acute renal failure","Renal/GU",NA
"Acute and unspecified renal failure","Unspecified kidney failure","Acute renal failure","Renal/GU",NA
"Diabetes mellitus; renal complication","Diabetes mellitus due to underlying condition with diabetic nephropathy","Diabetic neuropathy","Renal/GU",NA
"Diabetes mellitus; renal complication","Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease","Diabetic neuropathy","Renal/GU",NA
"Genitourinary signs and symptoms","Acetonuria","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Hemoglobinuria","Hematuria","Renal/GU",NA
"Genitourinary signs and symptoms","Vesical tenesmus","Genitourinary s/s","Renal/GU","Other"
"Other specified and unspecified diseases of kidney and ureters","Hypertrophy of kidney","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Megaloureter","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Other disorders of kidney and ureter in diseases classified elsewhere","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Pregnancy related renal disease, third trimester","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Renal osteodystrophy","Kidney/Ureters disorder","Renal/GU",NA
"Proteinuria","Bence Jones proteinuria","Proteinuria","Renal/GU",NA
"Proteinuria","Gestational edema with proteinuria, third trimester","Proteinuria","Renal/GU",NA
"Proteinuria","Gestational proteinuria, second trimester","Proteinuria","Renal/GU",NA
"Proteinuria","Gestational proteinuria, third trimester","Proteinuria","Renal/GU",NA
"Proteinuria","Gestational proteinuria, unspecified trimester","Proteinuria","Renal/GU",NA
"Proteinuria","Isolated proteinuria","Proteinuria","Renal/GU",NA
"Proteinuria","Other proteinuria","Proteinuria","Renal/GU",NA
"Urinary tract infections","Gonococcal cystitis and urethritis, unspecified","UTI","Renal/GU",NA
"Urinary tract infections","Nonspecific urethritis","UTI","Renal/GU",NA
"Urinary tract infections","Other chronic cystitis with hematuria","UTI","Renal/GU",NA
"Urinary tract infections","Renal and perinephric abscess","UTI","Renal/GU",NA
"Genitourinary signs and symptoms","Bacteriuria","UTI","Renal/GU",NA
"Genitourinary signs and symptoms","Chronic bladder pain","Genitourinary s/s","Renal/GU","Pain"
"Genitourinary signs and symptoms","Hypercalciuria","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Hyperoxaluria","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Hypocitraturia","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Other abnormal findings in urine","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Other difficulties with micturition","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Pyuria","UTI","Renal/GU",NA
"Hematuria","Asymptomatic microscopic hematuria","Hematuria","Renal/GU",NA
"Hematuria","Other microscopic hematuria","Hematuria","Renal/GU",NA
"Urinary tract infections","Irradiation cystitis with hematuria","UTI","Renal/GU",NA
"Urinary tract infections","Other chronic tubulo-interstitial nephritis","UTI","Renal/GU",NA
"Urinary tract infections","Other cystitis without hematuria","UTI","Renal/GU",NA
"Acute pulmonary embolism","Septic pulmonary embolism with acute cor pulmonale","Acute PE","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Mixed simple and mucopurulent chronic bronchitis","COPD/bronchiectasis","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Acute interstitial pneumonitis","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Adult pulmonary Langerhans cell histiocytosis","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Lymphangioleiomyomatosis","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Respiratory bronchiolitis interstitial lung disease","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Upper respiratory tract hypersensitivity reaction, site unspecified","Upper respiratory disease","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Pleural plaque with presence of asbestos",NA,NA,NA
"Pneumonia (except that caused by tuberculosis)","Influenza due to identified novel influenza A virus with pneumonia","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Influenza due to other identified influenza virus with the same other identified influenza virus pneumonia","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Influenza due to other identified influenza virus with unspecified type of pneumonia","Pneumonia","Respiratory",NA
"Respiratory signs and symptoms","Asphyxia","Respiratory s/s","Respiratory","Abnormal breathing"
"Respiratory signs and symptoms","Hemorrhage from throat","Respiratory s/s","Respiratory","Hemorrhage"
"Respiratory signs and symptoms","Hyperventilation","Respiratory s/s","Respiratory","Abnormal breathing"
"Acute pulmonary embolism","Multiple subsegmental pulmonary emboli without acute cor pulmonale","Acute PE","Respiratory",NA
"Acute pulmonary embolism","Single subsegmental pulmonary embolism without acute cor pulmonale","Acute PE","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Chronic eosinophilic pneumonia","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Influenza due to unidentified influenza virus with specified pneumonia","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to Escherichia coli","Pneumonia","Respiratory",NA
"Respiratory signs and symptoms","Acute cough","Respiratory s/s","Respiratory","Cough"
"Respiratory signs and symptoms","Chronic cough","Respiratory s/s","Respiratory","Cough"
"Respiratory signs and symptoms","Cough, unspecified","Respiratory s/s","Respiratory","Cough"
"Respiratory signs and symptoms","Other specified cough","Respiratory s/s","Respiratory","Cough"
"Respiratory signs and symptoms","Subacute cough","Respiratory s/s","Respiratory","Cough"
"Respiratory signs and symptoms","Hemorrhage from respiratory passages, unspecified","Respiratory s/s","Respiratory","Hemorrhage"
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of buttock with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left calf limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left calf with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of left lower leg limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of right lower leg with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of right ankle limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of right heel and midfoot with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of right heel and midfoot with necrosis of muscle","Non-pressure ulcer","Skin",NA
"Other specified and unspecified skin disorders","Beau's lines","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Bromhidrosis","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Cutis laxa senilis","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Disseminated superficial actinic porokeratosis (DSAP)","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Hypertrichosis, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Yellow nail syndrome","Skin disorder","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left ankle with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left ankle with other specified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left thigh limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of left foot with bone involvement without evidence of necrosis","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of left foot with other specified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of left lower leg with other specified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of right foot with other specified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of right lower leg with other specified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of skin of other sites with muscle involvement without evidence of necrosis","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of skin of other sites with necrosis of muscle","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified part of unspecified lower leg limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Other specified and unspecified skin disorders","Excessive and redundant skin and subcutaneous tissue",NA,NA,NA
"Other specified and unspecified skin disorders","Miliaria, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other follicular cysts of the skin and subcutaneous tissue","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Sclerodactyly","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Variations in hair color",NA,NA,NA
"Abnormal findings without diagnosis","Abnormal auditory function study","Hearing loss","Ear",NA
"Abnormal findings without diagnosis","Abnormal blood-gas level","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Abnormal cytological findings in specimens from other organs, systems and tissues","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Abnormal electromyogram [EMG]","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Abnormal histological findings in specimens from digestive organs and abdominal cavity","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Abnormal lead level in blood","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Abnormal level of other drugs, medicaments and biological substances in specimens from other organs, systems and tissues","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Abnormal results of function studies of other organs and systems","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Abnormal results of other function studies of central nervous system","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Abnormal serum enzyme level, unspecified","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Abnormality of alphafetoprotein","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Atypical squamous cells cannot exclude high grade squamous intraepithelial lesion on cytologic smear of anus (ASC-H)","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Cervical low risk human papillomavirus (HPV) DNA test positive","Abnormal Labs/Tests","Gyn/Pelvis","HPV"
"Abnormal findings without diagnosis","Elevated carcinoembryonic antigen [CEA]","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Other abnormal findings in specimens from male genital organs","Abnormal Labs/Tests","Gyn/Pelvis",NA
"Abnormal findings without diagnosis","Other abnormal tumor markers","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Satisfactory cervical smear but lacking transformation zone",NA,NA,NA
"Abnormal findings without diagnosis","Unspecified abnormal finding in cerebrospinal fluid","Abnormal Labs/Tests","Neurology",NA
"Abnormal findings without diagnosis","Unspecified abnormal finding in specimens from male genital organs","Abnormal Labs/Tests","Gyn/Pelvis",NA
